task_id,family,law,variant,mode,solver,replicate,role,condition,panel,sample_id,metrics
v3__S1__linearized_gaussian__0__combined__whole_EEG__O1,S1,linearized_gaussian,combined,whole_EEG,O1,0,,,,,"{""EEG"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.0845818727507318}, ""HbO"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.04833525212489507, ""nrmse"": 0.11209439686847497, ""bias_coordinate"": 0.004428622146289074}, ""HbR"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.010866813027666664, ""nrmse"": 0.17425642922430634, ""bias_coordinate"": 4.600501113404313e-05}}"
v3__S1__linearized_gaussian__0__combined__whole_EEG__O2,S1,linearized_gaussian,combined,whole_EEG,O2,0,,,,,"{""EEG"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.0845818727507318}, ""HbO"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.04833525212489507, ""nrmse"": 0.11202586833427088, ""bias_coordinate"": 0.00444632865787928}, ""HbR"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.010866813027666664, ""nrmse"": 0.17094479090671394, ""bias_coordinate"": 2.9307651106123443e-05}}"
v3__S1__linearized_gaussian__0__combined__whole_EEG__O2_pointwise,S1,linearized_gaussian,combined,whole_EEG,O2_pointwise,0,,,,,"{""EEG"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.0845818727507318}, ""HbO"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.04833525212489507, ""nrmse"": 0.7907823693064372, ""bias_coordinate"": 0.02455906285500277}, ""HbR"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.010866813027666664, ""nrmse"": 0.597084900348697, ""bias_coordinate"": -0.003404916487482287}}"
v3__S1__linearized_gaussian__0__combined__whole_EEG__O2_mean_only,S1,linearized_gaussian,combined,whole_EEG,O2_mean_only,0,,,,,"{""EEG"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.0845818727507318}, ""HbO"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.04833525212489507, ""nrmse"": 0.3292114189842372, ""bias_coordinate"": 0.013084885293673439}, ""HbR"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.010866813027666664, ""nrmse"": 0.3142206509963499, ""bias_coordinate"": -0.002421461249498177}}"
v3__S1__linearized_gaussian__0__combined__whole_fNIRS__O0,S1,linearized_gaussian,combined,whole_fNIRS,O0,0,,,,,"{""EEG"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.0845818727507318, ""nrmse"": 0.6500396336620106, ""bias_coordinate"": -0.0364901742145725}, ""HbO"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.04833525212489507}, ""HbR"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.010866813027666664}}"
v3__S1__linearized_gaussian__0__combined__whole_fNIRS__O1,S1,linearized_gaussian,combined,whole_fNIRS,O1,0,,,,,"{""EEG"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.0845818727507318, ""nrmse"": 0.6163664156143114, ""bias_coordinate"": -0.033644132739848724}, ""HbO"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.04833525212489507}, ""HbR"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.010866813027666664}}"
v3__S1__linearized_gaussian__0__combined__whole_fNIRS__O2,S1,linearized_gaussian,combined,whole_fNIRS,O2,0,,,,,"{""EEG"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.0845818727507318, ""nrmse"": 0.6163664156106733, ""bias_coordinate"": -0.03364413273949309}, ""HbO"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.04833525212489507}, ""HbR"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.010866813027666664}}"
v3__S1__linearized_gaussian__0__combined__whole_fNIRS__O2_pointwise,S1,linearized_gaussian,combined,whole_fNIRS,O2_pointwise,0,,,,,"{""EEG"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.0845818727507318, ""nrmse"": 0.6305651397295039, ""bias_coordinate"": -0.034711686538991746}, ""HbO"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.04833525212489507}, ""HbR"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.010866813027666664}}"
v3__S1__linearized_gaussian__0__combined__whole_fNIRS__O2_mean_only,S1,linearized_gaussian,combined,whole_fNIRS,O2_mean_only,0,,,,,"{""EEG"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.0845818727507318, ""nrmse"": 0.6670864342841158, ""bias_coordinate"": -0.03896705531398734}, ""HbO"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.04833525212489507}, ""HbR"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.010866813027666664}}"
v3__S1__linearized_gaussian__1__model__full__O0,S1,linearized_gaussian,model,full,O0,1,,,,,"{""EEG"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.08105821043483136, ""nrmse"": 0.436374231181551, ""bias_coordinate"": 0.005638649545190131}, ""HbO"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.07864727953396534, ""nrmse"": 0.10031087440122267, ""bias_coordinate"": -0.0007019452121403127}, ""HbR"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.023690954360247644, ""nrmse"": 0.10875840050526187, ""bias_coordinate"": 0.0009316653726104635}}"
v3__S1__linearized_gaussian__1__model__full__O1,S1,linearized_gaussian,model,full,O1,1,,,,,"{""EEG"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.08105821043483136, ""nrmse"": 0.41962554425124843, ""bias_coordinate"": 0.0022109939070522064}, ""HbO"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.07864727953396534, ""nrmse"": 0.10029159263707257, ""bias_coordinate"": -0.0006245813695835922}, ""HbR"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.023690954360247644, ""nrmse"": 0.10793702712442602, ""bias_coordinate"": 0.0013703569044282442}}"
v3__S1__linearized_gaussian__1__model__full__O2,S1,linearized_gaussian,model,full,O2,1,,,,,"{""EEG"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.08105821043483136, ""nrmse"": 0.42010475894861476, ""bias_coordinate"": 0.0049784270759264376}, ""HbO"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.07864727953396534, ""nrmse"": 0.09563236996446783, ""bias_coordinate"": -0.0011598436170612955}, ""HbR"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.023690954360247644, ""nrmse"": 0.12237978334134578, ""bias_coordinate"": 0.0010501151727072208}}"
v3__S1__linearized_gaussian__1__model__full__O2_pointwise,S1,linearized_gaussian,model,full,O2_pointwise,1,,,,,"{""EEG"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.08105821043483136, ""nrmse"": 0.42010475894861476, ""bias_coordinate"": 0.0049784270759264376}, ""HbO"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.07864727953396534, ""nrmse"": 0.09563236996446783, ""bias_coordinate"": -0.0011598436170612955}, ""HbR"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.023690954360247644, ""nrmse"": 0.12237978334134578, ""bias_coordinate"": 0.0010501151727072208}}"
v3__S1__linearized_gaussian__1__model__full__O2_mean_only,S1,linearized_gaussian,model,full,O2_mean_only,1,,,,,"{""EEG"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.08105821043483136, ""nrmse"": 0.42010475894861476, ""bias_coordinate"": 0.0049784270759264376}, ""HbO"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.07864727953396534, ""nrmse"": 0.09563236996446783, ""bias_coordinate"": -0.0011598436170612955}, ""HbR"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.023690954360247644, ""nrmse"": 0.12237978334134578, ""bias_coordinate"": 0.0010501151727072208}}"
v3__S1__linearized_gaussian__1__model__center_EEG__O0,S1,linearized_gaussian,model,center_EEG,O0,1,,,,,"{""EEG"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.08105821043483136, ""nrmse"": 0.4458631095248631, ""bias_coordinate"": 0.007343349583135778}, ""HbO"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.07864727953396534, ""nrmse"": 0.10365189781112864, ""bias_coordinate"": -0.0011310476462726134}, ""HbR"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.023690954360247644, ""nrmse"": 0.1207351938140838, ""bias_coordinate"": 0.0010930552172904548}}"
v3__S1__linearized_gaussian__1__model__center_EEG__O1,S1,linearized_gaussian,model,center_EEG,O1,1,,,,,"{""EEG"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.08105821043483136, ""nrmse"": 0.4218514184679835, ""bias_coordinate"": 0.004202758185695409}, ""HbO"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.07864727953396534, ""nrmse"": 0.10421212298465295, ""bias_coordinate"": -0.0008605253356525605}, ""HbR"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.023690954360247644, ""nrmse"": 0.11740602398347567, ""bias_coordinate"": 0.0014694393318115785}}"
v3__S1__linearized_gaussian__1__model__center_EEG__O2,S1,linearized_gaussian,model,center_EEG,O2,1,,,,,"{""EEG"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.08105821043483136, ""nrmse"": 0.4240501190694163, ""bias_coordinate"": 0.007093283055184359}, ""HbO"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.07864727953396534, ""nrmse"": 0.09963541217514824, ""bias_coordinate"": -0.0014060719621619793}, ""HbR"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.023690954360247644, ""nrmse"": 0.1318131711052637, ""bias_coordinate"": 0.0011519095847662424}}"
v3__S1__linearized_gaussian__1__model__center_EEG__O2_pointwise,S1,linearized_gaussian,model,center_EEG,O2_pointwise,1,,,,,"{""EEG"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.08105821043483136, ""nrmse"": 0.4240501190694163, ""bias_coordinate"": 0.007093283055184359}, ""HbO"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.07864727953396534, ""nrmse"": 0.09963541217514824, ""bias_coordinate"": -0.0014060719621619793}, ""HbR"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.023690954360247644, ""nrmse"": 0.1318131711052637, ""bias_coordinate"": 0.0011519095847662424}}"
v3__S1__linearized_gaussian__1__model__center_EEG__O2_mean_only,S1,linearized_gaussian,model,center_EEG,O2_mean_only,1,,,,,"{""EEG"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.08105821043483136, ""nrmse"": 0.4240501190694163, ""bias_coordinate"": 0.007093283055184359}, ""HbO"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.07864727953396534, ""nrmse"": 0.09963541217514824, ""bias_coordinate"": -0.0014060719621619793}, ""HbR"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.023690954360247644, ""nrmse"": 0.1318131711052637, ""bias_coordinate"": 0.0011519095847662424}}"
v3__S1__linearized_gaussian__1__model__center_fNIRS__O0,S1,linearized_gaussian,model,center_fNIRS,O0,1,,,,,"{""EEG"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.08105821043483136, ""nrmse"": 0.4432918030856479, ""bias_coordinate"": 0.006571413811252823}, ""HbO"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.07864727953396534, ""nrmse"": 0.09315529296800977, ""bias_coordinate"": 0.0008596962084653768}, ""HbR"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.023690954360247644, ""nrmse"": 0.10411241777125729, ""bias_coordinate"": 0.0007748238122996496}}"
v3__S1__linearized_gaussian__1__model__center_fNIRS__O1,S1,linearized_gaussian,model,center_fNIRS,O1,1,,,,,"{""EEG"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.08105821043483136, ""nrmse"": 0.4257991970863961, ""bias_coordinate"": 0.002855704920444746}, ""HbO"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.07864727953396534, ""nrmse"": 0.09586017389658974, ""bias_coordinate"": 0.0007665362700421464}, ""HbR"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.023690954360247644, ""nrmse"": 0.10617221060431684, ""bias_coordinate"": 0.0012800374803607424}}"
v3__S1__linearized_gaussian__1__model__center_fNIRS__O2,S1,linearized_gaussian,model,center_fNIRS,O2,1,,,,,"{""EEG"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.08105821043483136, ""nrmse"": 0.4262111440556673, ""bias_coordinate"": 0.005681918917957753}, ""HbO"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.07864727953396534, ""nrmse"": 0.09030833469671161, ""bias_coordinate"": 0.0001406300646139224}, ""HbR"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.023690954360247644, ""nrmse"": 0.12328497784301877, ""bias_coordinate"": 0.000910276635383083}}"
v3__S1__linearized_gaussian__1__model__center_fNIRS__O2_pointwise,S1,linearized_gaussian,model,center_fNIRS,O2_pointwise,1,,,,,"{""EEG"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.08105821043483136, ""nrmse"": 0.4262111440556673, ""bias_coordinate"": 0.005681918917957753}, ""HbO"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.07864727953396534, ""nrmse"": 0.09030833469671161, ""bias_coordinate"": 0.0001406300646139224}, ""HbR"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.023690954360247644, ""nrmse"": 0.12328497784301877, ""bias_coordinate"": 0.000910276635383083}}"
v3__S1__linearized_gaussian__1__model__center_fNIRS__O2_mean_only,S1,linearized_gaussian,model,center_fNIRS,O2_mean_only,1,,,,,"{""EEG"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.08105821043483136, ""nrmse"": 0.4262111440556673, ""bias_coordinate"": 0.005681918917957753}, ""HbO"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.07864727953396534, ""nrmse"": 0.09030833469671161, ""bias_coordinate"": 0.0001406300646139224}, ""HbR"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.023690954360247644, ""nrmse"": 0.12328497784301877, ""bias_coordinate"": 0.000910276635383083}}"
v3__S1__linearized_gaussian__1__model__whole_EEG__O0,S1,linearized_gaussian,model,whole_EEG,O0,1,,,,,"{""EEG"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.08105821043483136}, ""HbO"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.07864727953396534, ""nrmse"": 0.11173803118137543, ""bias_coordinate"": -0.001353893761267043}, ""HbR"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.023690954360247644, ""nrmse"": 0.12188098788251343, ""bias_coordinate"": 0.001326557398783644}}"
v3__S1__linearized_gaussian__1__model__whole_EEG__O1,S1,linearized_gaussian,model,whole_EEG,O1,1,,,,,"{""EEG"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.08105821043483136}, ""HbO"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.07864727953396534, ""nrmse"": 0.1156752959380298, ""bias_coordinate"": -0.0015119890343334107}, ""HbR"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.023690954360247644, ""nrmse"": 0.12730145689379777, ""bias_coordinate"": 0.001678822838921872}}"
v3__S1__linearized_gaussian__1__model__whole_EEG__O2,S1,linearized_gaussian,model,whole_EEG,O2,1,,,,,"{""EEG"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.08105821043483136}, ""HbO"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.07864727953396534, ""nrmse"": 0.11244898784379675, ""bias_coordinate"": -0.0019440124233674968}, ""HbR"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.023690954360247644, ""nrmse"": 0.13439887371529832, ""bias_coordinate"": 0.0013524053477403885}}"
v3__S1__linearized_gaussian__1__model__whole_EEG__O2_pointwise,S1,linearized_gaussian,model,whole_EEG,O2_pointwise,1,,,,,"{""EEG"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.08105821043483136}, ""HbO"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.07864727953396534, ""nrmse"": 0.11244898784379675, ""bias_coordinate"": -0.0019440124233674968}, ""HbR"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.023690954360247644, ""nrmse"": 0.13439887371529832, ""bias_coordinate"": 0.0013524053477403885}}"
v3__S1__linearized_gaussian__1__model__whole_EEG__O2_mean_only,S1,linearized_gaussian,model,whole_EEG,O2_mean_only,1,,,,,"{""EEG"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.08105821043483136}, ""HbO"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.07864727953396534, ""nrmse"": 0.11244898784379675, ""bias_coordinate"": -0.0019440124233674968}, ""HbR"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.023690954360247644, ""nrmse"": 0.13439887371529832, ""bias_coordinate"": 0.0013524053477403885}}"
v3__S1__linearized_gaussian__1__model__whole_fNIRS__O0,S1,linearized_gaussian,model,whole_fNIRS,O0,1,,,,,"{""EEG"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.08105821043483136, ""nrmse"": 0.5443811917156719, ""bias_coordinate"": 0.02067962299475725}, ""HbO"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.07864727953396534}, ""HbR"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.023690954360247644}}"
v3__S1__linearized_gaussian__1__model__whole_fNIRS__O1,S1,linearized_gaussian,model,whole_fNIRS,O1,1,,,,,"{""EEG"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.08105821043483136, ""nrmse"": 0.5022818877250573, ""bias_coordinate"": 0.017937154299371028}, ""HbO"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.07864727953396534}, ""HbR"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.023690954360247644}}"
v3__S1__linearized_gaussian__1__model__whole_fNIRS__O2,S1,linearized_gaussian,model,whole_fNIRS,O2,1,,,,,"{""EEG"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.08105821043483136, ""nrmse"": 0.5022818877906855, ""bias_coordinate"": 0.017937154306757064}, ""HbO"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.07864727953396534}, ""HbR"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.023690954360247644}}"
v3__S1__linearized_gaussian__1__model__whole_fNIRS__O2_pointwise,S1,linearized_gaussian,model,whole_fNIRS,O2_pointwise,1,,,,,"{""EEG"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.08105821043483136, ""nrmse"": 0.5022818877906855, ""bias_coordinate"": 0.017937154306757064}, ""HbO"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.07864727953396534}, ""HbR"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.023690954360247644}}"
v3__S1__linearized_gaussian__1__model__whole_fNIRS__O2_mean_only,S1,linearized_gaussian,model,whole_fNIRS,O2_mean_only,1,,,,,"{""EEG"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.08105821043483136, ""nrmse"": 0.5022818877906855, ""bias_coordinate"": 0.017937154306757064}, ""HbO"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.07864727953396534}, ""HbR"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.023690954360247644}}"
v3__S1__linearized_gaussian__1__combined__full__O0,S1,linearized_gaussian,combined,full,O0,1,,,,,"{""EEG"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.08105821043483136, ""nrmse"": 0.8821107660939983, ""bias_coordinate"": 0.04337596832661082}, ""HbO"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.02326075261381165, ""nrmse"": 0.7565442176162044, ""bias_coordinate"": -0.001445581667342446}, ""HbR"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.00768707608426698, ""nrmse"": 0.8865568609847013, ""bias_coordinate"": 0.004942146621394986}}"
v3__S1__linearized_gaussian__1__combined__full__O1,S1,linearized_gaussian,combined,full,O1,1,,,,,"{""EEG"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.08105821043483136, ""nrmse"": 0.41182530776161963, ""bias_coordinate"": 0.00108021747712543}, ""HbO"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.02326075261381165, ""nrmse"": 0.15786435754845235, ""bias_coordinate"": -0.00045292519893319996}, ""HbR"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.00768707608426698, ""nrmse"": 0.13060096738938645, ""bias_coordinate"": 4.339895985840863e-05}}"
v3__S1__linearized_gaussian__1__combined__full__O2,S1,linearized_gaussian,combined,full,O2,1,,,,,"{""EEG"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.08105821043483136, ""nrmse"": 0.41119822430857367, ""bias_coordinate"": 0.0028662920550038815}, ""HbO"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.02326075261381165, ""nrmse"": 0.14876328719056853, ""bias_coordinate"": 6.319939362087955e-05}, ""HbR"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.00768707608426698, ""nrmse"": 0.25892983878385134, ""bias_coordinate"": -0.0008329295622861266}}"
v3__S1__linearized_gaussian__1__combined__full__O2_pointwise,S1,linearized_gaussian,combined,full,O2_pointwise,1,,,,,"{""EEG"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.08105821043483136, ""nrmse"": 0.8850916504453408, ""bias_coordinate"": 0.04275773240701022}, ""HbO"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.02326075261381165, ""nrmse"": 0.7419310443847531, ""bias_coordinate"": -0.0015052705321574804}, ""HbR"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.00768707608426698, ""nrmse"": 0.8252665085934588, ""bias_coordinate"": 0.004407888524428364}}"
v3__S1__linearized_gaussian__1__combined__full__O2_mean_only,S1,linearized_gaussian,combined,full,O2_mean_only,1,,,,,"{""EEG"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.08105821043483136, ""nrmse"": 0.430744426804033, ""bias_coordinate"": 0.0025362376225278307}, ""HbO"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.02326075261381165, ""nrmse"": 0.4396445450541992, ""bias_coordinate"": 0.004525857227996708}, ""HbR"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.00768707608426698, ""nrmse"": 0.24467955223591709, ""bias_coordinate"": -0.0005459311379159926}}"
v3__S1__linearized_gaussian__1__combined__center_EEG__O0,S1,linearized_gaussian,combined,center_EEG,O0,1,,,,,"{""EEG"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.08105821043483136, ""nrmse"": 0.9323530782885939, ""bias_coordinate"": 0.04864308901446712}, ""HbO"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.02326075261381165, ""nrmse"": 0.7565055293802613, ""bias_coordinate"": -0.001440507070217864}, ""HbR"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.00768707608426698, ""nrmse"": 0.8859912312260407, ""bias_coordinate"": 0.004939473254874443}}"
