task_id,family,solver,fit_calls_lower_bound,optimizer_starts,optimizer_evaluations,interrupted_call_possible,reused_task,elapsed_seconds,peak_rss_bytes
v3__S1__linearized_gaussian__4__combined__full__O1,S1,O1,1,0,0,False,,0.8829149460070767,684650496
v3__S1__linearized_gaussian__4__combined__full__O2,S1,O2,1,2,18,False,,2.504780392977409,686628864
v3__S1__linearized_gaussian__4__combined__full__O2_pointwise,S1,O2_pointwise,1,2,14,False,,2.123999845003709,687251456
v3__S1__linearized_gaussian__4__combined__full__O2_mean_only,S1,O2_mean_only,1,2,18,False,,2.426903175015468,684650496
v3__S1__linearized_gaussian__4__combined__center_EEG__O0,S1,O0,1,0,0,False,,0.9186073320452124,684650496
v3__S1__linearized_gaussian__4__combined__center_EEG__O1,S1,O1,1,0,0,False,,0.8267229999764822,684650496
v3__S1__linearized_gaussian__4__combined__center_EEG__O2,S1,O2,1,2,18,False,,2.4876934310304932,689205248
v3__S1__linearized_gaussian__4__combined__center_EEG__O2_pointwise,S1,O2_pointwise,1,2,14,False,,2.051909469999373,684650496
v3__S1__linearized_gaussian__4__combined__center_EEG__O2_mean_only,S1,O2_mean_only,1,2,18,False,,2.0954820240149274,684650496
v3__S1__linearized_gaussian__4__combined__center_fNIRS__O0,S1,O0,1,0,0,False,,0.9221597739960998,684650496
v3__S1__linearized_gaussian__4__combined__center_fNIRS__O1,S1,O1,1,0,0,False,,0.8287251209840178,684650496
v3__S1__linearized_gaussian__4__combined__center_fNIRS__O2,S1,O2,1,2,18,False,,2.395711235003546,684650496
v3__S1__linearized_gaussian__4__combined__center_fNIRS__O2_pointwise,S1,O2_pointwise,1,2,14,False,,2.0011370159918442,684650496
v3__S1__linearized_gaussian__4__combined__center_fNIRS__O2_mean_only,S1,O2_mean_only,1,2,18,False,,2.405535673024133,684650496
v3__S1__linearized_gaussian__4__combined__whole_EEG__O0,S1,O0,1,0,0,False,,0.9197619730257429,684908544
v3__S1__linearized_gaussian__4__combined__whole_EEG__O1,S1,O1,1,0,0,False,,0.8917114670039155,685056000
v3__S1__linearized_gaussian__4__combined__whole_EEG__O2,S1,O2,1,2,18,False,,2.3087121339631267,684650496
v3__S1__linearized_gaussian__4__combined__whole_EEG__O2_pointwise,S1,O2_pointwise,1,2,18,False,,2.348008487955667,684650496
v3__S1__linearized_gaussian__4__combined__whole_EEG__O2_mean_only,S1,O2_mean_only,1,2,24,False,,2.9070402930374257,684650496
v3__S1__linearized_gaussian__4__combined__whole_fNIRS__O0,S1,O0,1,0,0,False,,0.8758294599829242,684650496
v3__S1__linearized_gaussian__4__combined__whole_fNIRS__O1,S1,O1,1,0,0,False,,0.7811406230321154,685056000
v3__S1__linearized_gaussian__4__combined__whole_fNIRS__O2,S1,O2,1,2,14,False,,1.9730543459882028,684908544
v3__S1__linearized_gaussian__4__combined__whole_fNIRS__O2_pointwise,S1,O2_pointwise,1,2,14,False,,1.9849789720028639,687251456
v3__S1__linearized_gaussian__4__combined__whole_fNIRS__O2_mean_only,S1,O2_mean_only,1,2,14,False,,1.985761248972267,686628864
v3__S1__linearized_gaussian__5__model__full__O0,S1,O0,1,0,0,False,,0.3576925339875743,684650496
v3__S1__linearized_gaussian__5__model__full__O1,S1,O1,1,0,0,False,,0.25572771398583427,684650496
v3__S1__linearized_gaussian__5__model__full__O2,S1,O2,1,2,18,False,,1.7561605059891008,685056000
v3__S1__linearized_gaussian__5__model__full__O2_pointwise,S1,O2_pointwise,1,2,18,False,,1.846455623046495,684650496
v3__S1__linearized_gaussian__5__model__full__O2_mean_only,S1,O2_mean_only,1,2,18,False,,1.841996775008738,684650496
v3__S1__linearized_gaussian__5__model__center_EEG__O0,S1,O0,1,0,0,False,,0.4876717170118354,684650496
v3__S1__linearized_gaussian__5__model__center_EEG__O1,S1,O1,1,0,0,False,,0.35183334397152066,684650496
v3__S1__linearized_gaussian__5__model__center_EEG__O2,S1,O2,1,2,18,False,,1.7548522870056331,684650496
v3__S1__linearized_gaussian__5__model__center_EEG__O2_pointwise,S1,O2_pointwise,1,2,18,False,,1.7489804060314782,684650496
v3__S1__linearized_gaussian__5__model__center_EEG__O2_mean_only,S1,O2_mean_only,1,2,18,False,,1.8126839569886215,689205248
v3__S1__linearized_gaussian__5__model__center_fNIRS__O0,S1,O0,1,0,0,False,,0.3216137259732932,684650496
v3__S1__linearized_gaussian__5__model__center_fNIRS__O1,S1,O1,1,0,0,False,,0.2084881950286217,684650496
v3__S1__linearized_gaussian__5__model__center_fNIRS__O2,S1,O2,1,2,18,False,,1.6086638399865478,684650496
v3__S1__linearized_gaussian__5__model__center_fNIRS__O2_pointwise,S1,O2_pointwise,1,2,18,False,,1.7675575139583088,684650496
v3__S1__linearized_gaussian__5__model__center_fNIRS__O2_mean_only,S1,O2_mean_only,1,2,18,False,,1.6938854309846647,684650496
v3__S1__linearized_gaussian__5__model__whole_EEG__O0,S1,O0,1,0,0,False,,0.2827637070440687,684650496
v3__S1__linearized_gaussian__5__model__whole_EEG__O1,S1,O1,1,0,0,False,,0.17122103401925415,684650496
v3__S1__linearized_gaussian__5__model__whole_EEG__O2,S1,O2,1,2,18,False,,1.741835966007784,684650496
v3__S1__linearized_gaussian__5__model__whole_EEG__O2_pointwise,S1,O2_pointwise,1,2,18,False,,1.7263717009918764,684650496
v3__S1__linearized_gaussian__5__model__whole_EEG__O2_mean_only,S1,O2_mean_only,1,2,18,False,,1.5745863749762066,684650496
v3__S1__linearized_gaussian__5__model__whole_fNIRS__O0,S1,O0,1,0,0,False,,0.27118350099772215,684908544
v3__S1__linearized_gaussian__5__model__whole_fNIRS__O1,S1,O1,1,0,0,False,,0.14455198595533147,684908544
v3__S1__linearized_gaussian__5__model__whole_fNIRS__O2,S1,O2,1,2,18,False,,1.6302940750028938,687251456
v3__S1__linearized_gaussian__5__model__whole_fNIRS__O2_pointwise,S1,O2_pointwise,1,2,18,False,,1.6403542750049382,686628864
v3__S1__linearized_gaussian__5__model__whole_fNIRS__O2_mean_only,S1,O2_mean_only,1,2,18,False,,1.596688029996585,684908544
v3__S1__linearized_gaussian__5__combined__full__O0,S1,O0,1,0,0,False,,0.9770015719695948,685056000
v3__S1__linearized_gaussian__5__combined__full__O1,S1,O1,1,0,0,False,,0.8660370360012166,684650496
v3__S1__linearized_gaussian__5__combined__full__O2,S1,O2,1,2,22,False,,2.781303453957662,684650496
v3__S1__linearized_gaussian__5__combined__full__O2_pointwise,S1,O2_pointwise,1,2,18,False,,2.3625760540016927,684650496
v3__S1__linearized_gaussian__5__combined__full__O2_mean_only,S1,O2_mean_only,1,2,26,False,,3.1403687029960565,684650496
v3__S1__linearized_gaussian__5__combined__center_EEG__O0,S1,O0,1,0,0,False,,0.8471506480127573,684650496
v3__S1__linearized_gaussian__5__combined__center_EEG__O1,S1,O1,1,0,0,False,,0.8251977959880605,689205248
v3__S1__linearized_gaussian__5__combined__center_EEG__O2,S1,O2,1,2,22,False,,2.4636995689943433,684650496
v3__S1__linearized_gaussian__5__combined__center_EEG__O2_pointwise,S1,O2_pointwise,1,2,18,False,,2.3639122719760053,684650496
v3__S1__linearized_gaussian__5__combined__center_EEG__O2_mean_only,S1,O2_mean_only,1,2,26,False,,2.9573100400157273,684650496
v3__S1__linearized_gaussian__5__combined__center_fNIRS__O0,S1,O0,1,0,0,False,,0.8196742109721527,684650496
v3__S1__linearized_gaussian__5__combined__center_fNIRS__O1,S1,O1,1,0,0,False,,0.8070626380504109,684650496
v3__S1__linearized_gaussian__5__combined__center_fNIRS__O2,S1,O2,1,2,22,False,,2.4775420630467124,685056000
v3__S1__linearized_gaussian__5__combined__center_fNIRS__O2_pointwise,S1,O2_pointwise,1,2,18,False,,2.3472136709606275,684650496
v3__S1__linearized_gaussian__5__combined__center_fNIRS__O2_mean_only,S1,O2_mean_only,1,2,26,False,,3.0295674389926717,684650496
v3__S1__linearized_gaussian__5__combined__whole_EEG__O0,S1,O0,1,0,0,False,,0.8648117820266634,684650496
v3__S1__linearized_gaussian__5__combined__whole_EEG__O1,S1,O1,1,0,0,False,,0.7829656169633381,689205248
v3__S1__linearized_gaussian__5__combined__whole_EEG__O2,S1,O2,1,2,18,False,,2.3568506050505675,687251456
v3__S1__linearized_gaussian__5__combined__whole_EEG__O2_pointwise,S1,O2_pointwise,1,2,18,False,,2.328045580012258,686628864
v3__S1__linearized_gaussian__5__combined__whole_EEG__O2_mean_only,S1,O2_mean_only,1,2,38,False,,3.993845944001805,684908544
v3__S1__linearized_gaussian__5__combined__whole_fNIRS__O0,S1,O0,1,0,0,False,,0.8804630939848721,684650496
v3__S1__linearized_gaussian__5__combined__whole_fNIRS__O1,S1,O1,1,0,0,False,,0.7365155459847301,684650496
v3__S1__linearized_gaussian__5__combined__whole_fNIRS__O2,S1,O2,1,2,19,False,,2.1624882150208578,684650496
v3__S1__linearized_gaussian__5__combined__whole_fNIRS__O2_pointwise,S1,O2_pointwise,1,2,19,False,,2.289863861980848,689205248
v3__S1__linearized_gaussian__5__combined__whole_fNIRS__O2_mean_only,S1,O2_mean_only,1,2,19,False,,2.082782513985876,684650496
v3__S1__linearized_gaussian__6__model__full__O0,S1,O0,1,0,0,False,,0.33950759196886793,684650496
v3__S1__linearized_gaussian__6__model__full__O1,S1,O1,1,0,0,False,,0.2509233779856004,684650496
v3__S1__linearized_gaussian__6__model__full__O2,S1,O2,1,2,30,False,,2.9859399549895898,684650496
v3__S1__linearized_gaussian__6__model__full__O2_pointwise,S1,O2_pointwise,1,2,30,False,,2.765281880972907,684650496
v3__S1__linearized_gaussian__6__model__full__O2_mean_only,S1,O2_mean_only,1,2,30,False,,2.8717410669778474,684650496
v3__S1__linearized_gaussian__6__model__center_EEG__O0,S1,O0,1,0,0,False,,0.3159542529610917,684650496
v3__S1__linearized_gaussian__6__model__center_EEG__O1,S1,O1,1,0,0,False,,0.20494454202707857,684650496
v3__S1__linearized_gaussian__6__model__center_EEG__O2,S1,O2,1,2,30,False,,2.8532808320014738,684650496
v3__S1__linearized_gaussian__6__model__center_EEG__O2_pointwise,S1,O2_pointwise,1,2,30,False,,2.6895740409963764,684650496
v3__S1__linearized_gaussian__6__model__center_EEG__O2_mean_only,S1,O2_mean_only,1,2,30,False,,2.8228207630454563,684650496
v3__S1__linearized_gaussian__6__model__center_fNIRS__O0,S1,O0,1,0,0,False,,0.3076515659922734,684650496
v3__S1__linearized_gaussian__6__model__center_fNIRS__O1,S1,O1,1,0,0,False,,0.2179560680524446,685056000
v3__S1__linearized_gaussian__6__model__center_fNIRS__O2,S1,O2,1,2,38,False,,3.392528763972223,684650496
v3__S1__linearized_gaussian__6__model__center_fNIRS__O2_pointwise,S1,O2_pointwise,1,2,38,False,,3.2010022129979916,685056000
v3__S1__linearized_gaussian__6__model__center_fNIRS__O2_mean_only,S1,O2_mean_only,1,2,38,False,,3.5628615000168793,684650496
v3__S1__linearized_gaussian__6__model__whole_EEG__O0,S1,O0,1,0,0,False,,0.27256791602121666,686628864
v3__S1__linearized_gaussian__6__model__whole_EEG__O1,S1,O1,1,0,0,False,,0.1711756669683382,687251456
v3__S1__linearized_gaussian__6__model__whole_EEG__O2,S1,O2,1,2,34,False,,3.1610669410438277,687251456
v3__S1__linearized_gaussian__6__model__whole_EEG__O2_pointwise,S1,O2_pointwise,1,2,34,False,,3.1377000160282478,686628864
v3__S1__linearized_gaussian__6__model__whole_EEG__O2_mean_only,S1,O2_mean_only,1,2,34,False,,3.073873942019418,684650496
v3__S1__linearized_gaussian__6__model__whole_fNIRS__O0,S1,O0,1,0,0,False,,0.28864541003713384,684650496
v3__S1__linearized_gaussian__6__model__whole_fNIRS__O1,S1,O1,1,0,0,False,,0.14250791701488197,689205248
v3__S1__linearized_gaussian__6__model__whole_fNIRS__O2,S1,O2,1,2,25,False,,2.012126344954595,684650496
v3__S1__linearized_gaussian__6__model__whole_fNIRS__O2_pointwise,S1,O2_pointwise,1,2,25,False,,2.243630172975827,689205248
v3__S1__linearized_gaussian__6__model__whole_fNIRS__O2_mean_only,S1,O2_mean_only,1,2,25,False,,2.044441432983149,684650496
v3__S1__linearized_gaussian__6__combined__full__O0,S1,O0,1,0,0,False,,0.969092809013091,684908544
v3__S1__linearized_gaussian__6__combined__full__O1,S1,O1,1,0,0,False,,0.8655752500053495,684650496
v3__S1__linearized_gaussian__6__combined__full__O2,S1,O2,1,2,34,False,,3.799937058996875,684650496
v3__S1__linearized_gaussian__6__combined__full__O2_pointwise,S1,O2_pointwise,1,2,22,False,,2.825700778979808,684650496
v3__S1__linearized_gaussian__6__combined__full__O2_mean_only,S1,O2_mean_only,1,2,58,False,,5.201700029021595,684650496
v3__S1__linearized_gaussian__6__combined__center_EEG__O0,S1,O0,1,0,0,False,,0.913542447029613,684650496
v3__S1__linearized_gaussian__6__combined__center_EEG__O1,S1,O1,1,0,0,False,,0.8076017230050638,684650496
v3__S1__linearized_gaussian__6__combined__center_EEG__O2,S1,O2,1,2,34,False,,3.689700582996011,684908544
v3__S1__linearized_gaussian__6__combined__center_EEG__O2_pointwise,S1,O2_pointwise,1,2,22,False,,2.556131686025765,684650496
v3__S1__linearized_gaussian__6__combined__center_EEG__O2_mean_only,S1,O2_mean_only,1,2,58,False,,5.427649479999673,684650496
v3__S1__linearized_gaussian__6__combined__center_fNIRS__O0,S1,O0,1,0,0,False,,0.8456483229529113,684650496
v3__S1__linearized_gaussian__6__combined__center_fNIRS__O1,S1,O1,1,0,0,False,,0.829155660001561,689205248
v3__S1__linearized_gaussian__6__combined__center_fNIRS__O2,S1,O2,1,2,42,False,,4.356037418008782,685056000
v3__S1__linearized_gaussian__6__combined__center_fNIRS__O2_pointwise,S1,O2_pointwise,1,2,22,False,,2.6657583579653874,684650496
v3__S1__linearized_gaussian__6__combined__center_fNIRS__O2_mean_only,S1,O2_mean_only,1,2,66,False,,6.102429697988555,684650496
v3__S1__linearized_gaussian__6__combined__whole_EEG__O0,S1,O0,1,0,0,False,,0.8865996949607506,684650496
v3__S1__linearized_gaussian__6__combined__whole_EEG__O1,S1,O1,1,0,0,False,,0.7953372920164838,687251456
v3__S1__linearized_gaussian__6__combined__whole_EEG__O2,S1,O2,1,2,38,False,,3.942718430014793,686628864
v3__S1__linearized_gaussian__6__combined__whole_EEG__O2_pointwise,S1,O2_pointwise,1,2,22,False,,2.6081679980270565,684650496
v3__S1__linearized_gaussian__6__combined__whole_EEG__O2_mean_only,S1,O2_mean_only,1,2,110,False,,10.066830327967182,684650496
v3__S1__linearized_gaussian__6__combined__whole_fNIRS__O0,S1,O0,1,0,0,False,,0.8424899940146133,684650496
v3__S1__linearized_gaussian__6__combined__whole_fNIRS__O1,S1,O1,1,0,0,False,,0.7565701699932106,689205248
v3__S1__linearized_gaussian__6__combined__whole_fNIRS__O2,S1,O2,1,2,28,False,,2.9540425569866784,687251456
v3__S1__linearized_gaussian__6__combined__whole_fNIRS__O2_pointwise,S1,O2_pointwise,1,2,78,False,,6.692521766992286,684650496
v3__S1__linearized_gaussian__6__combined__whole_fNIRS__O2_mean_only,S1,O2_mean_only,1,2,30,False,,2.840955009975005,684650496
v3__S1__linearized_gaussian__7__model__full__O0,S1,O0,1,0,0,False,,0.36889625201001763,689205248
v3__S1__linearized_gaussian__7__model__full__O1,S1,O1,1,0,0,False,,0.25605209404602647,684650496
v3__S1__linearized_gaussian__7__model__full__O2,S1,O2,1,2,18,False,,1.708243475004565,689205248
v3__S1__linearized_gaussian__7__model__full__O2_pointwise,S1,O2_pointwise,1,2,18,False,,1.6195993010187522,684650496
v3__S1__linearized_gaussian__7__model__full__O2_mean_only,S1,O2_mean_only,1,2,18,False,,1.7679362180060707,684650496
v3__S1__linearized_gaussian__7__model__center_EEG__O0,S1,O0,1,0,0,False,,0.28983778500696644,684650496
v3__S1__linearized_gaussian__7__model__center_EEG__O1,S1,O1,1,0,0,False,,0.19060390203958377,684650496
v3__S1__linearized_gaussian__7__model__center_EEG__O2,S1,O2,1,2,18,False,,1.6675445310538635,684650496
v3__S1__linearized_gaussian__7__model__center_EEG__O2_pointwise,S1,O2_pointwise,1,2,18,False,,1.673569492995739,684650496
v3__S1__linearized_gaussian__7__model__center_EEG__O2_mean_only,S1,O2_mean_only,1,2,18,False,,1.6802133529563434,684650496
v3__S1__linearized_gaussian__7__model__center_fNIRS__O0,S1,O0,1,0,0,False,,0.2830360980005935,684908544
v3__S1__linearized_gaussian__7__model__center_fNIRS__O1,S1,O1,1,0,0,False,,0.1860755379893817,684908544
v3__S1__linearized_gaussian__7__model__center_fNIRS__O2,S1,O2,1,2,18,False,,1.7055087650078349,689205248
v3__S1__linearized_gaussian__7__model__center_fNIRS__O2_pointwise,S1,O2_pointwise,1,2,18,False,,1.6595681509934366,684908544
v3__S1__linearized_gaussian__7__model__center_fNIRS__O2_mean_only,S1,O2_mean_only,1,2,18,False,,1.57016519701574,684650496
v3__S1__linearized_gaussian__7__model__whole_EEG__O0,S1,O0,1,0,0,False,,0.27551766100805253,684650496
v3__S1__linearized_gaussian__7__model__whole_EEG__O1,S1,O1,1,0,0,False,,0.16179492400260642,687251456
v3__S1__linearized_gaussian__7__model__whole_EEG__O2,S1,O2,1,2,18,False,,1.6775121559621766,687251456
v3__S1__linearized_gaussian__7__model__whole_EEG__O2_pointwise,S1,O2_pointwise,1,2,18,False,,1.6828993669478223,686628864
v3__S1__linearized_gaussian__7__model__whole_EEG__O2_mean_only,S1,O2_mean_only,1,2,18,False,,1.7148583210073411,684650496
v3__S1__linearized_gaussian__7__model__whole_fNIRS__O0,S1,O0,1,0,0,False,,0.2792180050164461,684650496
v3__S1__linearized_gaussian__7__model__whole_fNIRS__O1,S1,O1,1,0,0,False,,0.16025489202002063,685056000
v3__S1__linearized_gaussian__7__model__whole_fNIRS__O2,S1,O2,1,2,14,False,,1.185623419994954,684650496
v3__S1__linearized_gaussian__7__model__whole_fNIRS__O2_pointwise,S1,O2_pointwise,1,2,14,False,,1.254092276969459,685056000
v3__S1__linearized_gaussian__7__model__whole_fNIRS__O2_mean_only,S1,O2_mean_only,1,2,14,False,,1.296419229998719,684650496
v3__S1__linearized_gaussian__7__combined__full__O0,S1,O0,1,0,0,False,,0.9041059630108066,684650496
v3__S1__linearized_gaussian__7__combined__full__O1,S1,O1,1,0,0,False,,0.8222639230079949,684650496
v3__S1__linearized_gaussian__7__combined__full__O2,S1,O2,1,2,18,False,,2.4342329939827323,684650496
v3__S1__linearized_gaussian__7__combined__full__O2_pointwise,S1,O2_pointwise,1,2,18,False,,2.3457157509983517,684650496
v3__S1__linearized_gaussian__7__combined__full__O2_mean_only,S1,O2_mean_only,1,2,22,False,,2.5190700590028428,684650496
v3__S1__linearized_gaussian__7__combined__center_EEG__O0,S1,O0,1,0,0,False,,0.9399502759915777,689205248
v3__S1__linearized_gaussian__7__combined__center_EEG__O1,S1,O1,1,0,0,False,,0.8324498750152998,684908544
v3__S1__linearized_gaussian__7__combined__center_EEG__O2,S1,O2,1,2,18,False,,2.373242581030354,684650496
v3__S1__linearized_gaussian__7__combined__center_EEG__O2_pointwise,S1,O2_pointwise,1,2,18,False,,2.172653667978011,684650496
v3__S1__linearized_gaussian__7__combined__center_EEG__O2_mean_only,S1,O2_mean_only,1,2,22,False,,2.4452671330072917,684650496
v3__S1__linearized_gaussian__7__combined__center_fNIRS__O0,S1,O0,1,0,0,False,,0.9156508120358922,685056000
v3__S1__linearized_gaussian__7__combined__center_fNIRS__O1,S1,O1,1,0,0,False,,0.8281164750223979,687251456
v3__S1__linearized_gaussian__7__combined__center_fNIRS__O2,S1,O2,1,2,18,False,,2.3449564580223523,684650496
v3__S1__linearized_gaussian__7__combined__center_fNIRS__O2_pointwise,S1,O2_pointwise,1,2,18,False,,2.3385690639843233,686628864
v3__S1__linearized_gaussian__7__combined__center_fNIRS__O2_mean_only,S1,O2_mean_only,1,2,22,False,,2.5476113240001723,684650496
v3__S1__linearized_gaussian__7__combined__whole_EEG__O0,S1,O0,1,0,0,False,,0.8698061119648628,684650496
v3__S1__linearized_gaussian__7__combined__whole_EEG__O1,S1,O1,1,0,0,False,,0.7896790590020828,684908544
v3__S1__linearized_gaussian__7__combined__whole_EEG__O2,S1,O2,1,2,18,False,,2.315628133015707,689205248
v3__S1__linearized_gaussian__7__combined__whole_EEG__O2_pointwise,S1,O2_pointwise,1,2,18,False,,2.304391123005189,687251456
v3__S1__linearized_gaussian__7__combined__whole_EEG__O2_mean_only,S1,O2_mean_only,1,2,30,False,,3.3581996990251355,685056000
v3__S1__linearized_gaussian__7__combined__whole_fNIRS__O0,S1,O0,1,0,0,False,,0.8672275229473598,684908544
v3__S1__linearized_gaussian__7__combined__whole_fNIRS__O1,S1,O1,1,0,0,False,,0.7233050839859061,684650496
v3__S1__linearized_gaussian__7__combined__whole_fNIRS__O2,S1,O2,1,2,14,False,,1.9414823169936426,684650496
v3__S1__linearized_gaussian__7__combined__whole_fNIRS__O2_pointwise,S1,O2_pointwise,1,2,15,False,,1.9496265650377609,684650496
v3__S1__linearized_gaussian__7__combined__whole_fNIRS__O2_mean_only,S1,O2_mean_only,1,2,14,False,,1.7615942999836989,684650496
